ModelName,GameNumber,ID_RunTime,NumGamesPlayed,Score,BlockHits,PaddleHits,TimePlayed,WinStatus
Paddle - lc_33_2M,271,2000,2/28/2021 8:37:55 PM,70,7,4,14.65,0
Paddle - lc_33_2M,272,2000,2/28/2021 8:37:55 PM,20,2,1,3.69,0
Paddle - lc_33_2M,273,2000,2/28/2021 8:37:55 PM,10,1,1,3.11,0
Paddle - lc_33_2M,274,2000,2/28/2021 8:37:55 PM,200,20,9,26.39,0
Paddle - lc_33_2M,275,2000,2/28/2021 8:37:55 PM,110,11,0,8.04,0
Paddle - lc_33_2M,276,2000,2/28/2021 8:37:55 PM,100,10,1,5.77,0
Paddle - lc_33_2M,277,2000,2/28/2021 8:37:55 PM,210,21,5,16,1
Paddle - lc_33_2M,278,2000,2/28/2021 8:37:55 PM,150,15,8,39.99,0
Paddle - lc_33_2M,279,2000,2/28/2021 8:37:55 PM,210,21,9,26.74,1
Paddle - lc_33_2M,280,2000,2/28/2021 8:37:55 PM,60,6,2,7.88,0
Paddle - lc_33_2M,281,2000,2/28/2021 8:37:55 PM,120,12,3,13.67,0
Paddle - lc_33_2M,282,2000,2/28/2021 8:37:55 PM,100,10,1,11.95,0
Paddle - lc_33_2M,283,2000,2/28/2021 8:37:55 PM,60,6,1,5.67,0
Paddle - lc_33_2M,284,2000,2/28/2021 8:37:55 PM,60,6,2,8.68,0
Paddle - lc_33_2M,285,2000,2/28/2021 8:37:55 PM,110,11,3,13.07,0
Paddle - lc_33_2M,286,2000,2/28/2021 8:37:55 PM,20,2,1,3.05,0
Paddle - lc_33_2M,287,2000,2/28/2021 8:37:55 PM,110,11,1,7.72,0
Paddle - lc_33_2M,288,2000,2/28/2021 8:37:55 PM,20,2,0,2.17,0
Paddle - lc_33_2M,289,2000,2/28/2021 8:37:55 PM,140,14,2,12.31,0
Paddle - lc_33_2M,290,2000,2/28/2021 8:37:55 PM,30,3,8,16.03,0
Paddle - lc_33_2M,291,2000,2/28/2021 8:37:55 PM,100,10,5,7.98,0
Paddle - lc_33_2M,292,2000,2/28/2021 8:37:55 PM,140,14,6,28.13,0
Paddle - lc_33_2M,293,2000,2/28/2021 8:37:55 PM,20,2,26,40.17,0
Paddle - lc_33_2M,294,2000,2/28/2021 8:37:55 PM,190,19,6,27.12,0
Paddle - lc_33_2M,295,2000,2/28/2021 8:37:55 PM,190,19,2,24.4,0
Paddle - lc_33_2M,296,2000,2/28/2021 8:37:55 PM,180,18,5,20.93,0
Paddle - lc_33_2M,297,2000,2/28/2021 8:37:55 PM,90,9,3,14.47,0
Paddle - lc_33_2M,298,2000,2/28/2021 8:37:55 PM,30,3,1,5.25,0
